Timestamp,Age,Gender,Education,Monthly Income,Occupation,Marital Status,Device,Internet Quality,Courses Taken Last Year,Ad Views Count,Engagement Time (mins),Session Count (1st week),Click Through Rate,Signed Up,Paid Subscription,Satisfaction Level,App Comfort Level,Free Trial Willingness,Willingness to Spend,Retention 7 days,Motivation,Learning Goals,Preferred Subjects,Preferred App Features,Selection Factors,Learning Challenges,Non-Subscription Reasons,Features Used Most,Other Apps Used
2025-05-11 05:20:25,55+,Non-binary/Other,PhD,2000-5000,Entrepreneur,Widowed,Laptop/PC,Good,1-2,3,26.0,2,0.34,Yes,Yes,5,5,3,50-100,Yes,"Career Growth,Certification","Improve Skills,Explore Topic",Science,Videos,Reviews,Language Barrier,Too Expensive,"Webinars,Downloadable PDFs,Forums","Khan Academy,edX"
2025-06-12 15:38:33,18-24,Female,Associate,>5000,Other,Divorced,Smartphone,Good,0,4,7.7,5,0.26,No,No,1,1,2,<10,No,"Hobby,Skill Development,Certification","Complete Course,Explore Topic,Improve Skills","Math,Design,Science",Projects,Reviews,"Motivation,Language Barrier",Technical Issues,"Forums,Interactive Exercises,Downloadable PDFs","Coursera,edX,Skillshare"
2025-06-05 04:13:25,35-44,Female,Master,>5000,Homemaker,Other,Smart TV,Good,3-5,7,2.5,2,0.43,No,No,4,3,3,10-20,No,Hobby,"Explore Topic,Complete Course","Marketing,Design","Projects,Videos,Live Sessions",Content Quality,Language Barrier,"Lack Time,Technical Issues",Webinars,"Skillshare,Coursera"
2025-06-08 21:29:59,55+,Male,Master,>5000,Entrepreneur,Divorced,Tablet,Good,1-2,6,29.6,2,0.13,Yes,Yes,4,5,5,50-100,Yes,Career Growth,"Improve Skills,Explore Topic,Complete Course","Math,Science,Programming","Videos,Quizzes",Instructor,"Motivation,Technical Issues","Not Relevant,Too Expensive,Lack Time","Interactive Exercises,Video Lectures","Coursera,Skillshare,edX"
2025-05-24 04:25:53,45-54,Prefer not to say,Associate,1000-2000,Entrepreneur,Widowed,Smart TV,Excellent,0,2,23.6,6,0.76,Yes,Yes,4,5,3,20-50,Yes,"Career Growth,Hobby","Complete Course,Improve Skills",Programming,"Peer Forum,Live Sessions,Projects","Price,Reviews,Instructor","Motivation,Language Barrier",Not Relevant,"Video Lectures,Webinars,Downloadable PDFs","Coursera,edX,Udemy"
2025-06-11 07:54:25,18-24,Non-binary/Other,Bachelor,2000-5000,Working Professional,Widowed,Other,Good,6-10,7,33.4,5,0.3,No,No,1,2,1,>100,Yes,Skill Development,Improve Skills,"Marketing,Science,Programming","Quizzes,Live Sessions,Projects","Price,Certification,Content Quality","Technical Issues,Language Barrier",Technical Issues,Webinars,"Skillshare,Khan Academy"
2025-06-29 15:15:12,18-24,Male,Bachelor,2000-5000,Working Professional,Divorced,Smartphone,Poor,3-5,8,18.5,1,0.35,Yes,No,3,3,2,10-20,No,Hobby,"Earn Certificate,Explore Topic",Science,"Projects,Videos,Quizzes","Certification,Content Quality,Instructor","Motivation,Time Management,Technical Issues","Technical Issues,Lack Time,Not Relevant",Forums,"Khan Academy,Skillshare"
2025-05-16 13:44:10,35-44,Female,Master,1000-2000,Other,Widowed,Smartphone,Average,>10,3,52.3,1,0.12,Yes,No,4,5,2,20-50,No,"Skill Development,Certification","Complete Course,Explore Topic","Programming,Math,Design",Live Sessions,"Instructor,Content Quality",Language Barrier,"Too Expensive,Lack Time,Not Relevant","Webinars,Video Lectures","Udemy,Coursera,edX"
2025-05-08 01:18:28,18-24,Prefer not to say,Master,>5000,Homemaker,Widowed,Smartphone,Good,6-10,7,75.8,1,0.11,Yes,No,1,5,1,<10,No,"Networking,Career Growth","Explore Topic,Complete Course","Science,Programming","Live Sessions,Videos,Projects","Reviews,Content Quality","Language Barrier,Technical Issues,Time Management","Too Expensive,Technical Issues,Not Relevant",Forums,edX
2025-06-24 06:26:29,18-24,Male,High School,500-1000,Retired,Divorced,Laptop/PC,Excellent,0,6,1.2,4,0.07,Yes,Yes,5,4,3,>100,No,Career Growth,"Earn Certificate,Improve Skills","Design,Science","Videos,Live Sessions,Peer Forum",Price,Language Barrier,"Too Expensive,Not Relevant,Technical Issues","Forums,Webinars","Khan Academy,edX,Coursera"
2025-06-07 19:08:59,55+,Non-binary/Other,Bachelor,>5000,Working Professional,Other,Smart TV,Poor,6-10,9,40.9,4,0.3,Yes,Yes,2,1,2,<10,Yes,"Skill Development,Networking","Earn Certificate,Explore Topic,Improve Skills","Math,Science","Live Sessions,Peer Forum","Instructor,Content Quality,Reviews","Language Barrier,Technical Issues",Technical Issues,Forums,"edX,Khan Academy,Skillshare"
2025-05-13 16:58:06,35-44,Male,Associate,>5000,Retired,Widowed,Laptop/PC,Poor,>10,5,1.1,5,0.26,No,No,1,1,2,50-100,No,"Networking,Certification,Career Growth",Explore Topic,Science,Peer Forum,"Reviews,Price","Language Barrier,Technical Issues,Time Management",Too Expensive,"Webinars,Downloadable PDFs,Interactive Exercises","Udemy,Coursera,Khan Academy"
2025-05-20 23:11:45,55+,Non-binary/Other,Bachelor,1000-2000,Student,Widowed,Tablet,Average,6-10,6,17.7,1,0.62,No,No,1,2,5,20-50,No,"Skill Development,Hobby","Explore Topic,Complete Course","Programming,Math","Peer Forum,Projects,Quizzes","Content Quality,Price,Instructor","Technical Issues,Time Management",Not Relevant,Webinars,"Udemy,Skillshare"
2025-06-09 21:02:57,55+,Female,High School,2000-5000,Working Professional,Widowed,Other,Poor,0,4,18.6,5,0.24,No,No,4,3,1,50-100,No,Career Growth,Explore Topic,Science,Peer Forum,"Certification,Instructor,Price","Language Barrier,Technical Issues",Not Relevant,Interactive Exercises,"Skillshare,edX"
2025-05-24 06:53:51,35-44,Prefer not to say,Master,>5000,Working Professional,Widowed,Laptop/PC,Poor,>10,4,35.7,4,0.38,No,No,2,5,3,10-20,Yes,Certification,"Earn Certificate,Complete Course,Explore Topic",Design,"Videos,Quizzes","Certification,Instructor","Time Management,Technical Issues","Too Expensive,Technical Issues",Forums,"Udemy,Coursera,Skillshare"
2025-05-22 19:19:32,<18,Prefer not to say,Master,2000-5000,Homemaker,Divorced,Laptop/PC,Poor,>10,6,13.0,2,0.16,Yes,No,2,3,3,10-20,No,"Networking,Certification,Career Growth","Explore Topic,Earn Certificate,Complete Course",Science,"Live Sessions,Projects,Videos","Content Quality,Instructor,Price","Language Barrier,Technical Issues,Time Management",Lack Time,"Webinars,Downloadable PDFs",Udemy
2025-06-05 14:23:19,55+,Prefer not to say,High School,<500,Other,Other,Other,Poor,6-10,4,51.6,6,0.22,Yes,No,4,2,2,<10,Yes,Certification,"Explore Topic,Earn Certificate",Marketing,"Peer Forum,Quizzes,Projects",Instructor,"Time Management,Language Barrier","Too Expensive,Technical Issues","Video Lectures,Interactive Exercises",edX
2025-05-13 21:50:46,45-54,Female,Associate,2000-5000,Retired,Other,Smartphone,Excellent,>10,5,12.6,2,0.37,Yes,No,3,4,4,10-20,No,"Networking,Career Growth,Hobby","Complete Course,Explore Topic,Earn Certificate","Math,Design","Projects,Peer Forum","Instructor,Certification,Content Quality","Language Barrier,Time Management","Too Expensive,Not Relevant,Technical Issues",Forums,"Khan Academy,edX"
2025-06-03 16:05:08,45-54,Non-binary/Other,Master,500-1000,Working Professional,Single,Other,Average,6-10,2,12.6,3,0.2,No,No,1,2,5,50-100,No,"Networking,Skill Development,Hobby","Explore Topic,Earn Certificate",Programming,Videos,Reviews,"Technical Issues,Time Management,Motivation","Lack Time,Too Expensive,Technical Issues","Video Lectures,Interactive Exercises,Downloadable PDFs","Coursera,Skillshare,Khan Academy"
2025-05-15 10:37:01,18-24,Female,PhD,500-1000,Working Professional,Widowed,Smart TV,Good,3-5,4,7.6,4,0.27,Yes,Yes,4,1,5,20-50,No,Hobby,"Complete Course,Earn Certificate,Explore Topic",Design,"Videos,Peer Forum,Quizzes","Price,Content Quality,Certification",Time Management,"Lack Time,Too Expensive,Not Relevant","Webinars,Downloadable PDFs,Video Lectures","Coursera,edX"
2025-05-21 01:57:48,45-54,Prefer not to say,Master,>5000,Homemaker,Widowed,Other,Poor,>10,5,34.5,3,0.35,No,No,3,4,5,10-20,Yes,"Career Growth,Hobby",Earn Certificate,"Design,Science,Marketing",Quizzes,"Instructor,Reviews","Motivation,Language Barrier,Time Management",Not Relevant,Forums,Coursera
2025-06-29 04:36:05,18-24,Female,PhD,2000-5000,Homemaker,Single,Smartphone,Excellent,6-10,6,2.4,2,0.39,Yes,No,4,5,2,10-20,No,Networking,Earn Certificate,"Design,Marketing,Programming","Videos,Peer Forum","Reviews,Price","Motivation,Technical Issues","Lack Time,Technical Issues","Interactive Exercises,Downloadable PDFs","Coursera,Udemy"
2025-06-10 02:12:08,<18,Female,High School,>5000,Other,Other,Other,Average,3-5,5,13.5,4,0.2,Yes,Yes,5,2,1,20-50,No,"Skill Development,Career Growth",Explore Topic,Math,"Peer Forum,Quizzes,Projects","Reviews,Instructor,Certification","Technical Issues,Time Management","Technical Issues,Not Relevant","Interactive Exercises,Video Lectures,Downloadable PDFs","Khan Academy,Coursera,Skillshare"
2025-06-29 08:48:10,35-44,Female,High School,1000-2000,Retired,Married,Laptop/PC,Good,>10,8,9.3,1,0.53,Yes,No,3,3,1,20-50,No,"Hobby,Career Growth,Networking",Improve Skills,"Science,Programming","Live Sessions,Videos","Instructor,Content Quality,Reviews","Motivation,Language Barrier,Technical Issues","Technical Issues,Too Expensive,Not Relevant",Interactive Exercises,Khan Academy
2025-05-16 20:52:56,35-44,Non-binary/Other,Master,500-1000,Student,Married,Tablet,Average,3-5,2,7.8,1,0.06,No,No,3,3,5,10-20,No,"Networking,Career Growth,Skill Development","Explore Topic,Improve Skills",Design,"Projects,Videos,Quizzes","Content Quality,Reviews,Certification","Technical Issues,Motivation",Technical Issues,"Downloadable PDFs,Webinars,Video Lectures",Coursera
2025-05-11 23:17:48,35-44,Male,Bachelor,>5000,Other,Other,Laptop/PC,Excellent,>10,3,1.9,0,0.28,Yes,No,2,1,4,10-20,No,"Career Growth,Certification","Earn Certificate,Explore Topic,Improve Skills","Programming,Design",Quizzes,"Certification,Content Quality","Language Barrier,Technical Issues","Too Expensive,Not Relevant,Lack Time","Forums,Downloadable PDFs,Interactive Exercises","Khan Academy,Udemy"
2025-05-25 03:21:07,45-54,Male,PhD,1000-2000,Student,Widowed,Tablet,Excellent,0,6,6.3,1,0.47,No,No,1,1,4,20-50,No,"Hobby,Career Growth","Explore Topic,Earn Certificate","Design,Math,Science","Quizzes,Videos,Peer Forum","Content Quality,Price",Motivation,"Lack Time,Not Relevant,Technical Issues","Video Lectures,Downloadable PDFs",edX
2025-06-29 23:06:31,<18,Female,Associate,>5000,Entrepreneur,Married,Other,Excellent,0,6,17.7,2,0.08,Yes,No,4,1,3,10-20,No,"Career Growth,Hobby","Explore Topic,Improve Skills,Earn Certificate","Marketing,Math","Quizzes,Videos","Instructor,Reviews,Content Quality",Technical Issues,"Lack Time,Technical Issues",Interactive Exercises,"Khan Academy,Udemy"
2025-05-28 08:47:26,45-54,Male,Master,2000-5000,Working Professional,Divorced,Smart TV,Poor,6-10,6,21.0,3,0.27,Yes,No,4,1,4,>100,Yes,Career Growth,Explore Topic,Marketing,Quizzes,"Content Quality,Instructor","Technical Issues,Language Barrier,Motivation","Not Relevant,Technical Issues,Lack Time",Downloadable PDFs,"Skillshare,Khan Academy"
2025-05-17 20:52:00,45-54,Male,Associate,2000-5000,Retired,Divorced,Other,Excellent,1-2,3,9.4,6,0.17,Yes,No,1,5,5,10-20,No,"Hobby,Skill Development,Career Growth",Complete Course,Science,Live Sessions,"Reviews,Content Quality",Time Management,"Too Expensive,Not Relevant,Technical Issues","Webinars,Forums","edX,Khan Academy,Coursera"
2025-06-18 11:21:41,<18,Female,Master,2000-5000,Other,Single,Smartphone,Good,0,7,31.5,3,0.37,No,No,1,4,3,10-20,Yes,"Networking,Hobby","Explore Topic,Improve Skills","Programming,Marketing","Peer Forum,Projects,Live Sessions","Reviews,Instructor,Price",Motivation,Technical Issues,"Video Lectures,Forums,Webinars","Khan Academy,Coursera"
2025-06-24 21:23:56,<18,Female,Bachelor,2000-5000,Working Professional,Other,Other,Poor,1-2,7,12.3,2,0.17,Yes,No,2,1,5,50-100,No,"Skill Development,Certification,Hobby",Improve Skills,"Math,Design,Marketing","Projects,Peer Forum,Videos","Certification,Content Quality,Reviews","Time Management,Motivation",Technical Issues,Forums,"Udemy,Khan Academy"
2025-06-24 15:11:21,<18,Prefer not to say,Bachelor,<500,Retired,Other,Tablet,Average,3-5,3,13.7,3,0.18,Yes,No,1,2,1,10-20,No,"Skill Development,Networking",Complete Course,"Science,Marketing,Design","Videos,Live Sessions,Peer Forum",Content Quality,"Time Management,Language Barrier,Motivation",Too Expensive,"Interactive Exercises,Downloadable PDFs","edX,Khan Academy"
2025-05-31 07:19:41,<18,Male,Bachelor,1000-2000,Retired,Married,Laptop/PC,Good,3-5,4,45.8,1,0.24,Yes,Yes,5,5,5,<10,No,Certification,"Complete Course,Explore Topic,Improve Skills",Math,"Live Sessions,Videos,Quizzes",Reviews,"Technical Issues,Language Barrier,Motivation","Technical Issues,Not Relevant","Downloadable PDFs,Video Lectures,Webinars",Coursera
2025-05-09 09:41:08,35-44,Non-binary/Other,Bachelor,1000-2000,Retired,Widowed,Smart TV,Poor,1-2,2,24.1,3,0.65,Yes,Yes,2,4,3,50-100,Yes,Hobby,"Complete Course,Explore Topic,Improve Skills",Programming,"Projects,Peer Forum,Quizzes",Price,"Time Management,Language Barrier","Lack Time,Not Relevant,Too Expensive","Interactive Exercises,Webinars","Coursera,Udemy"
2025-05-29 23:49:23,25-34,Female,High School,2000-5000,Working Professional,Other,Other,Excellent,6-10,7,91.8,2,0.28,Yes,Yes,3,5,5,20-50,Yes,Career Growth,"Earn Certificate,Complete Course,Improve Skills","Math,Programming",Videos,"Content Quality,Reviews,Certification","Language Barrier,Technical Issues,Time Management","Not Relevant,Technical Issues","Webinars,Interactive Exercises,Video Lectures","Khan Academy,Skillshare,Coursera"
2025-06-15 15:33:58,25-34,Prefer not to say,High School,<500,Other,Married,Other,Average,>10,7,13.4,1,0.21,No,No,1,3,2,10-20,No,Career Growth,"Complete Course,Explore Topic,Improve Skills","Science,Design",Live Sessions,"Certification,Content Quality,Instructor",Time Management,"Technical Issues,Not Relevant,Lack Time","Video Lectures,Downloadable PDFs,Webinars","Skillshare,edX,Udemy"
2025-06-30 08:33:55,<18,Non-binary/Other,PhD,2000-5000,Homemaker,Married,Laptop/PC,Excellent,1-2,7,52.8,4,0.72,No,No,3,5,3,10-20,Yes,"Hobby,Certification","Improve Skills,Explore Topic",Programming,"Videos,Peer Forum","Content Quality,Certification","Motivation,Language Barrier,Time Management","Too Expensive,Technical Issues","Webinars,Forums","Skillshare,edX"
2025-06-22 02:51:01,25-34,Male,Associate,<500,Working Professional,Other,Smart TV,Good,1-2,5,40.2,3,0.24,Yes,Yes,2,5,4,10-20,Yes,"Certification,Hobby,Career Growth","Explore Topic,Improve Skills,Earn Certificate","Design,Marketing","Quizzes,Live Sessions,Projects",Instructor,"Language Barrier,Technical Issues,Motivation","Not Relevant,Too Expensive","Forums,Webinars","Skillshare,Udemy"
2025-06-07 09:21:53,25-34,Prefer not to say,Master,2000-5000,Retired,Married,Other,Good,1-2,6,66.3,3,0.54,No,No,5,3,1,20-50,Yes,"Skill Development,Hobby,Networking","Earn Certificate,Explore Topic,Complete Course",Programming,"Quizzes,Live Sessions","Content Quality,Price","Time Management,Technical Issues",Lack Time,"Webinars,Video Lectures",Khan Academy
2025-06-04 13:03:14,<18,Female,Master,500-1000,Other,Single,Other,Poor,1-2,5,94.3,2,0.07,Yes,Yes,5,3,4,10-20,Yes,Hobby,Explore Topic,"Science,Marketing",Videos,Content Quality,"Motivation,Technical Issues,Language Barrier","Lack Time,Too Expensive",Forums,"Coursera,Khan Academy,Udemy"
2025-07-01 01:28:19,25-34,Non-binary/Other,High School,500-1000,Entrepreneur,Single,Tablet,Good,1-2,3,0.2,3,0.27,Yes,No,1,3,5,10-20,No,"Career Growth,Hobby",Explore Topic,"Marketing,Math","Projects,Quizzes,Peer Forum",Content Quality,"Time Management,Motivation","Lack Time,Too Expensive,Not Relevant","Video Lectures,Forums,Interactive Exercises",Skillshare
2025-05-08 04:53:37,45-54,Female,Master,>5000,Student,Other,Tablet,Average,6-10,3,2.8,3,0.59,No,No,5,5,4,20-50,No,"Certification,Networking","Earn Certificate,Improve Skills","Math,Programming",Projects,"Price,Reviews","Language Barrier,Motivation,Technical Issues","Lack Time,Technical Issues","Forums,Downloadable PDFs","Udemy,Skillshare,Coursera"
2025-07-01 10:38:40,18-24,Male,High School,2000-5000,Retired,Widowed,Smartphone,Poor,0,8,33.7,1,0.59,Yes,No,4,3,3,<10,No,"Hobby,Skill Development","Explore Topic,Complete Course","Math,Design,Marketing",Projects,"Instructor,Content Quality,Reviews","Time Management,Technical Issues,Motivation","Too Expensive,Lack Time",Webinars,edX
2025-06-03 10:16:15,18-24,Non-binary/Other,PhD,1000-2000,Entrepreneur,Single,Laptop/PC,Average,>10,6,14.8,6,0.04,No,No,2,1,2,20-50,No,"Certification,Hobby",Improve Skills,Programming,"Live Sessions,Quizzes,Peer Forum",Price,"Language Barrier,Technical Issues,Motivation","Lack Time,Too Expensive,Not Relevant",Interactive Exercises,"Udemy,Coursera"
2025-07-02 06:39:44,<18,Male,Associate,>5000,Homemaker,Single,Smart TV,Excellent,0,10,51.3,7,0.12,No,No,5,2,4,10-20,Yes,"Hobby,Career Growth,Networking","Earn Certificate,Explore Topic,Complete Course",Marketing,"Videos,Peer Forum","Certification,Instructor,Price","Technical Issues,Motivation,Time Management","Too Expensive,Lack Time","Forums,Video Lectures,Downloadable PDFs","Udemy,Skillshare,Khan Academy"
2025-05-07 18:01:27,35-44,Male,PhD,500-1000,Retired,Other,Other,Average,1-2,7,0.4,2,0.59,Yes,Yes,2,2,5,10-20,No,"Career Growth,Certification","Explore Topic,Complete Course","Design,Marketing,Math","Projects,Videos","Certification,Price,Instructor","Motivation,Language Barrier,Time Management","Lack Time,Too Expensive","Downloadable PDFs,Webinars,Forums","edX,Khan Academy"
2025-05-25 23:24:50,<18,Prefer not to say,Bachelor,2000-5000,Entrepreneur,Divorced,Other,Average,0,10,49.3,4,0.47,Yes,No,2,3,4,50-100,Yes,"Skill Development,Hobby,Networking","Explore Topic,Improve Skills","Design,Marketing",Projects,"Certification,Price","Language Barrier,Technical Issues","Lack Time,Not Relevant,Too Expensive","Video Lectures,Interactive Exercises,Downloadable PDFs","Khan Academy,Udemy"
2025-05-31 18:14:25,35-44,Female,Bachelor,>5000,Retired,Married,Smartphone,Good,6-10,5,4.4,4,0.15,Yes,No,4,4,4,20-50,No,Career Growth,Explore Topic,Programming,Quizzes,"Reviews,Price","Motivation,Time Management,Language Barrier",Technical Issues,"Webinars,Downloadable PDFs",Udemy
2025-07-01 02:55:51,18-24,Non-binary/Other,Bachelor,2000-5000,Working Professional,Single,Other,Excellent,3-5,6,10.3,3,0.16,Yes,No,1,5,3,10-20,No,"Hobby,Networking","Explore Topic,Improve Skills,Complete Course","Programming,Math","Peer Forum,Projects,Quizzes","Reviews,Certification,Price","Technical Issues,Motivation","Not Relevant,Lack Time,Technical Issues","Downloadable PDFs,Interactive Exercises,Webinars","Khan Academy,Skillshare,edX"
2025-05-25 08:48:38,<18,Male,PhD,500-1000,Other,Divorced,Laptop/PC,Good,0,5,104.3,6,0.36,Yes,No,2,2,5,20-50,Yes,"Networking,Certification","Complete Course,Improve Skills,Earn Certificate","Design,Programming,Science",Projects,Price,Technical Issues,"Lack Time,Not Relevant,Too Expensive","Downloadable PDFs,Webinars,Interactive Exercises","Skillshare,edX"
2025-06-08 17:00:15,55+,Male,Master,>5000,Entrepreneur,Widowed,Smartphone,Excellent,>10,4,1.6,4,0.37,Yes,Yes,4,1,5,50-100,No,Certification,"Explore Topic,Earn Certificate","Programming,Marketing,Math","Quizzes,Projects","Reviews,Price",Technical Issues,Lack Time,"Forums,Webinars","Khan Academy,Coursera"
2025-05-28 19:49:11,45-54,Non-binary/Other,Associate,500-1000,Other,Divorced,Laptop/PC,Excellent,6-10,5,12.9,1,0.26,Yes,Yes,5,4,2,>100,No,"Certification,Career Growth","Earn Certificate,Improve Skills,Explore Topic",Design,Peer Forum,Content Quality,"Technical Issues,Language Barrier,Motivation","Lack Time,Too Expensive",Interactive Exercises,"edX,Skillshare"
